"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!Built 2010 or later","Margin of Error!!Median gross rent!!Total!!Built 2010 or later","Estimate!!Median gross rent!!Total!!Built 2000 to 2009","Margin of Error!!Median gross rent!!Total!!Built 2000 to 2009","Estimate!!Median gross rent!!Total!!Built 1990 to 1999","Margin of Error!!Median gross rent!!Total!!Built 1990 to 1999","Estimate!!Median gross rent!!Total!!Built 1980 to 1989","Margin of Error!!Median gross rent!!Total!!Built 1980 to 1989","Estimate!!Median gross rent!!Total!!Built 1970 to 1979","Margin of Error!!Median gross rent!!Total!!Built 1970 to 1979","Estimate!!Median gross rent!!Total!!Built 1960 to 1969","Margin of Error!!Median gross rent!!Total!!Built 1960 to 1969","Estimate!!Median gross rent!!Total!!Built 1950 to 1959","Margin of Error!!Median gross rent!!Total!!Built 1950 to 1959","Estimate!!Median gross rent!!Total!!Built 1940 to 1949","Margin of Error!!Median gross rent!!Total!!Built 1940 to 1949","Estimate!!Median gross rent!!Total!!Built 1939 or earlier","Margin of Error!!Median gross rent!!Total!!Built 1939 or earlier",
"0500000US19141","O'Brien County, Iowa","582","48","-","**","986","618","465","509","717","510","601","150","395","130","511","214","543","231","604","33",
"0500000US19143","Osceola County, Iowa","561","24","-","**","438","872","518","68","393","88","609","119","492","144","629","133","484","61","577","9",
"0500000US19145","Page County, Iowa","563","32","-","**","-","**","625","136","545","89","506","162","412","100","501","86","658","88","653","42",
"0500000US19147","Palo Alto County, Iowa","501","43","-","**","775","557","500","224","308","158","453","84","403","93","495","109","663","43","554","35",
"0500000US19149","Plymouth County, Iowa","598","29","-","**","635","118","481","22","508","103","544","38","638","120","569","24","791","93","637","42",
"0500000US19151","Pocahontas County, Iowa","494","28","-","**","-","**","425","55","460","35","412","24","433","28","566","27","625","81","550","81",
"0500000US19153","Polk County, Iowa","792","10","943","72","971","39","798","22","755","19","766","18","760","28","836","33","777","42","756","34",
"0500000US19155","Pottawattamie County, Iowa","758","17","903","182","874","43","814","38","632","28","652","24","740","65","776","46","757","49","773","46",
"0500000US19157","Poweshiek County, Iowa","640","32","-","**","748","140","704","184","611","109","565","96","707","175","686","43","508","176","669","80",
"0500000US19159","Ringgold County, Iowa","482","58","-","**","-","**","625","431","338","180","399","32","654","233","479","72","533","323","564","45",
"0500000US19161","Sac County, Iowa","538","35","-","**","809","216","525","321","393","191","465","67","502","148","525","75","556","203","611","72",
"0500000US19163","Scott County, Iowa","703","13","952","88","831","71","674","36","661","25","717","33","762","56","698","28","663","25","704","37",
"0500000US19165","Shelby County, Iowa","636","52","-","**","692","38","298","492","396","237","470","108","570","151","558","40","673","213","758","39",
"0500000US19167","Sioux County, Iowa","607","45","-","**","722","241","572","77","571","145","595","234","771","331","626","127","506","76","673","91",
"0500000US19169","Story County, Iowa","760","15","961","93","879","33","765","23","702","30","709","22","720","48","703","73","646","135","716","71",
"0500000US19171","Tama County, Iowa","659","31","-","**","618","115","803","572","494","267","714","231","630","53","666","64","714","25","626","53",
"0500000US19173","Taylor County, Iowa","589","36","-","**","600","55","608","217","575","113","415","101","581","199","610","45","534","88","672","51",
"0500000US19175","Union County, Iowa","591","51","-","**","906","379","565","731","503","110","510","195","526","223","707","248","483","345","643","82",
"0500000US19177","Van Buren County, Iowa","523","57","-","**","225","763","480","124","425","295","392","146","341","163","-","**","583","28","701","113",
"0500000US19179","Wapello County, Iowa","619","27","-","**","803","595","697","228","590","43","561","33","513","105","622","40","647","105","707","63",
"0500000US19181","Warren County, Iowa","740","19","895","1098","1008","277","777","134","702","112","706","33","651","105","772","116","700","97","784","137",
"0500000US19183","Washington County, Iowa","701","37","-","**","723","195","554","322","685","92","604","93","688","81","900","266","-","**","786","119",
"0500000US19185","Wayne County, Iowa","481","24","-","**","498","395","-","**","523","206","371","46","463","104","550","130","751","533","503","46",
"0500000US19187","Webster County, Iowa","561","20","-","**","523","97","581","49","428","161","506","73","565","85","598","87","645","97","570","44",
"0500000US19189","Winnebago County, Iowa","493","46","-","**","447","160","605","47","388","100","452","80","621","251","473","119","648","101","511","169",
"0500000US19191","Winneshiek County, Iowa","590","33","-","**","813","333","552","127","567","44","573","138","566","22","718","96","593","703","637","95",
"0500000US19193","Woodbury County, Iowa","660","19","1042","1286","613","270","714","67","622","66","569","38","695","39","700","48","702","77","656","28",
"0500000US19195","Worth County, Iowa","531","53","-","**","685","411","525","245","344","111","466","35","390","291","599","128","708","150","606","91",
"0500000US19197","Wright County, Iowa","544","38","-","**","763","189","675","1008","541","98","501","63","466","59","620","96","743","50","610","89",
"0500000US20001","Allen County, Kansas","539","28","-","**","841","97","670","304","513","122","516","28","408","181","548","77","620","236","575","118",
"0500000US20003","Anderson County, Kansas","642","129","-","**","658","145","670","166","1080","834","227","152","605","267","608","46","513","326","826","112",
"0500000US20005","Atchison County, Kansas","622","68","-","**","635","171","533","77","478","81","592","124","388","296","663","220","656","410","723","59",
"0500000US20007","Barber County, Kansas","550","62","-","**","-","**","594","193","619","74","366","78","619","80","662","120","627","83","507","107",
"0500000US20009","Barton County, Kansas","603","21","-","**","517","440","510","93","581","34","628","48","639","69","653","57","520","27","626","64",
"0500000US20011","Bourbon County, Kansas","580","40","-","**","643","697","522","132","527","391","410","132","599","274","428","130","680","10","684","76",
"0500000US20013","Brown County, Kansas","513","30","-","**","473","22","424","42","493","110","586","72","392","155","528","47","550","322","588","86",
"0500000US20015","Butler County, Kansas","725","29","581","74","789","137","772","169","668","157","669","25","714","123","836","48","722","145","675","39",
"0500000US20017","Chase County, Kansas","471","42","-","**","-","**","-","**","-","**","401","138","414","107","475","108","522","29","613","232",
"0500000US20019","Chautauqua County, Kansas","651","124","-","**","-","**","819","278","518","41","700","131","671","52","588","311","625","61","688","217",
"0500000US20021","Cherokee County, Kansas","586","40","-","**","533","28","712","65","508","201","567","43","606","197","540","230","580","123","572","175",
"0500000US20023","Cheyenne County, Kansas","564","57","-","**","-","**","291","288","625","393","413","233","683","196","511","149","396","361","584","45",
"0500000US20025","Clark County, Kansas","670","163","-","**","-","**","705","581","345","532","725","231","-","**","-","**","-","**","625","209",
"0500000US20027","Clay County, Kansas","674","72","-","**","1975","761","760","531","501","270","658","386","644","41","686","314","438","322","775","294",
"0500000US20029","Cloud County, Kansas","558","35","-","**","-","**","236","34","672","98","521","70","585","86","559","98","575","116","572","93",
"0500000US20031","Coffey County, Kansas","565","31","-","**","488","69","408","253","500","76","527","58","652","133","710","90","583","28","601","84",
"0500000US20033","Comanche County, Kansas","515","92","-","**","-","**","247","409","391","43","-","**","-","**","605","106","538","638","573","38",
"0500000US20035","Cowley County, Kansas","625","20","-","**","607","170","668","60","600","153","582","49","613","35","633","33","644","113","651","120",
